0.0 1.997249863683037E29 1.439499338063904E8 -4.501039010586976E7 0.0 0.0 1.058409319749973E8 7.551533616543298E8 -1.07559298016528E9 8.544801191238763E8
200000.0 1.996742220572618E29 1.4552082911221808E8 -3.931372001257121E7 0.622527980487832 4.47782236988932 1.0321919437364106E8 7.556337684311076E8 -1.0769001695890238E9 8.529611284876801E8
400000.0 1.9962350383041315E29 1.4686556537147683E8 -3.3555945659205936E7 2.4747636094368395 17.929197999984652 1.0059621692493972E8 7.561051066827488E8 -1.0782051441580865E9 8.514403861341721E8
600000.0 1.9957282807829357E29 1.4798165469620445E8 -2.7745924383578103E7 5.532946108968306 40.38117580023505 9.797203165910292E7 7.565673749128896E8 -1.0795079015711255E9 8.499178954971809E8
800000.0 1.995221910335472E29 1.488669465742248E8 -2.1892623954194404E7 9.772316554133486 71.86102458811419 9.534667059223448E7 7.570205717413923E8 -1.0808084395325975E9 8.483936600133376E8
1000000.0 1.99471588774273E29 1.4951963342098582E8 -1.6005110480596652E7 15.167101614636874 112.39619696184094 9.27201657258981E7 7.574646959041407E8 -1.082106755752778E9 8.46867683122063E8
1200000.0 1.9942101722770904E29 1.4993825576228547E8 -1.009253600489028E7 21.690498403583074 162.0142922176281 9.009254904668395E7 7.578997462528625E8 -1.0834028479477324E9 8.453399682655549E8
1400000.0 1.993704721742404E29 1.501217070278014E8 -4164125.779897212 29.314660493550633 220.74301832724902 8.74638525257776E7 7.583257217549406E8 -1.084696713839359E9 8.43810518888783E8
1600000.0 1.993199492517831E29 1.5006923793478757E8 1770834.7593423976 38.01068516196609 288.61015299610364 8.483410811853142E7 7.587426214932024E8 -1.0859883511553643E9 8.422793384394708E8
1800000.0 1.9926944396052854E29 1.49780460440827E8 7703013.322620019 47.74860192919113 365.64350382609325 8.220334776403569E7 7.591504446657394E8 -1.087277757629263E9 8.407464303680829E8
2000000.0 1.992189516680811E29 1.492553512441282E8 1.3623044380594851E7 58.49736245391958 451.87086761201306 7.957160338469274E7 7.595491905857098E8 -1.0885649310003934E9 8.39211798127826E8
2200000.0 1.9916846761499185E29 1.484942548095596E8 1.9521543058707748E7 70.22483185137436 547.3199888048235 7.693890688579373E7 7.599388586811343E8 -1.0898498690139096E9 8.376754451746187E8
2400000.0 1.9911798692072072E29 1.4749788589842188E8 2.5389119296245743E7 82.89778150038202 652.0185171799968 7.430529015509395E7 7.603194484946996E8 -1.0911325694207945E9 8.361373749670982E8
2600000.0 1.9906750459000827E29 1.4626733157987007E8 3.1216392256141324E7 96.48188340564535 765.9939647542144 7.16707850623928E7 7.606909596835598E8 -1.0924130299778438E9 8.345975909666013E8
2800000.0 1.9901701551969584E29 1.448040527019472E8 3.699400496934069E7 110.94170618141042 889.2736619989704 6.903542345911479E7 7.610533920191298E8 -1.093691248447699E9 8.330560966371464E8
3000000.0 1.9896651450598878E29 1.4310988480035874E8 4.2712639195768945E7 126.24071272221055 1021.8847134050344 6.639923717789061E7 7.614067453868833E8 -1.0949672225988097E9 8.315128954454345E8
3200000.0 1.9891599625217105E29 1.4118703842342287E8 4.83630304820697E7 142.34125962543416 1163.8539524572668 6.376225803214266E7 7.617510197861562E8 -1.0962409502054665E9 8.29967990860831E8
3400000.0 1.988654553767776E29 1.3903809885210356E8 5.393598339441238E7 159.20459842908636 1315.2078960849967 6.112451781566996E7 7.620862153299263E8 -1.0975124290477939E9 8.284213863553545E8
3600000.0 1.9881488642222507E29 1.3666602519462502E8 5.942238690274276E7 176.7908787262819 1475.9726986589187 5.8486048302235514E7 7.624123322446065E8 -1.0987816569117424E9 8.268730854036686E8
